repository_name,repository_url,observation_period,total_commits,commit_frequency,unique_authors,avg_commit_size,code_churn,avg_files_per_commit,merge_commits,avg_dmm_unit_size,avg_dmm_complexity,merge_commit_rate,project_id,dataset_type,indicator_planning_effectiveness,indicator_team_collaboration,indicator_coding_discipline,indicator_implementation_stability,indicator_change_manageability,indicator_configuration_management,indicator_design_quality,author_diversity_ratio,indicator_resource_distribution,proxy_SWE_1_score,proxy_SWE_2_3_score,proxy_SWE_4_score,proxy_SWE_5_score,proxy_SUP_1_8_score,proxy_MAN_3_score,repository_aspice_readiness_score,aspice_readiness_level
opSimulation,https://gitlab.eclipse.org/eclipse/openpass/opSimulation.git,2020-02-01,5,5,4,43205.4,216027,357.4,1,0.45143511559659294,0.6394939782671513,0.2,opSimulation-2020-02,Public repository-derived,41.935483870967744,61.29032258064516,1.6129032258064484,0.0,1.6129032258064484,0.0,65.51724137931035,0.8,78.2258064516129,21.774193548387096,22.376714868372265,1.6129032258064484,0.0,20.96774193548387,60.48387096774193,20.201149425287355,Low
opSimulation,https://gitlab.eclipse.org/eclipse/openpass/opSimulation.git,2020-03-01,32,32,6,1978.375,63308,34.15625,0,0.35882470504399044,0.5187349728745392,0.0,opSimulation-2020-03,Public repository-derived,87.09677419354838,79.83870967741935,32.25806451612904,56.43410885218039,29.032258064516128,100.0,89.65517241379311,0.1875,17.741935483870968,58.064516129032256,59.44911526070084,30.645161290322584,78.21705442609019,69.6236559139785,61.55913978494624,60.51710490510015,Moderate
opSimulation,https://gitlab.eclipse.org/eclipse/openpass/opSimulation.git,2020-04-01,5,5,1,918.6,4593,19.2,0,0.3333333333333333,0.6666666666666666,0.0,opSimulation-2020-04,Public repository-derived,41.935483870967744,15.32258064516129,37.096774193548384,97.46735126454229,37.096774193548384,100.0,51.724137931034484,0.2,19.35483870967742,39.516129032258064,62.09608779637505,37.096774193548384,98.73367563227114,50.806451612903224,25.53763440860215,55.109501072826006,Moderate
opSimulation,https://gitlab.eclipse.org/eclipse/openpass/opSimulation.git,2020-05-01,3,3,2,9.333333333333334,28,1.6666666666666667,0,,,0.0,opSimulation-2020-05,Public repository-derived,29.03225806451613,39.516129032258064,90.3225806451613,99.3423779083704,77.41935483870968,100.0,,0.6666666666666666,68.54838709677419,53.225806451612904,94.83247927676584,83.87096774193549,99.6711889541852,72.31182795698925,45.69892473118279,77.16686267844828,High
opSimulation,https://gitlab.eclipse.org/eclipse/openpass/opSimulation.git,2020-06-01,4,4,1,14092.0,56368,205.25,2,0.0,1.0,0.5,opSimulation-2020-06,Public repository-derived,36.29032258064516,15.32258064516129,16.129032258064512,61.28415913476219,6.451612903225808,0.0,6.896551724137936,0.25,25.0,21.370967741935484,28.10324770565488,11.29032258064516,30.642079567381096,7.258064516129032,25.53763440860215,21.567613841703974,Low
opSimulation,https://gitlab.eclipse.org/eclipse/openpass/opSimulation.git,2020-07-01,44,44,4,1799.5,79178,33.18181818181818,1,0.33817988982306363,0.557539002469744,0.022727272727272728,opSimulation-2020-07,Public repository-derived,93.54838709677419,61.29032258064516,33.87096774193549,45.34328781693924,30.645161290322577,88.4437596302003,82.75862068965517,0.09090909090909091,4.838709677419355,62.096774193548384,53.990958749509964,32.25806451612903,66.89352372356977,60.12641450038935,53.225806451612904,55.3329554438679,Moderate
opSimulation,https://gitlab.eclipse.org/eclipse/openpass/opSimulation.git,2020-08-01,35,35,4,3360.6,117621,29.142857142857142,1,0.3348532303668935,0.5815360105183893,0.02857142857142857,opSimulation-2020-08,Public repository-derived,88.70967741935483,61.29032258064516,25.80645161290323,18.4772239821708,33.87096774193549,85.4721549636804,79.3103448275862,0.11428571428571428,9.67741935483871,61.29032258064516,41.19800680755341,29.83870967741936,51.9746894729256,60.21114842875368,53.225806451612904,49.319437326860466,Moderate
opSimulation,https://gitlab.eclipse.org/eclipse/openpass/opSimulation.git,2020-09-01,36,36,6,14211.194444444445,511603,197.66666666666666,6,0.47343263514939615,0.648775202382199,0.16666666666666666,opSimulation-2020-09,Public repository-derived,90.32258064516128,79.83870967741935,14.516129032258064,0.0,8.064516129032256,15.254237288135586,58.62068965517241,0.16666666666666666,15.32258064516129,49.19354838709677,24.378939562476827,11.29032258064516,7.627118644067793,34.38582103152906,61.8279569892473,29.90585898958667,Low
opSimulation,https://gitlab.eclipse.org/eclipse/openpass/opSimulation.git,2020-10-01,1,1,1,2659.0,2659,55.0,0,,,0.0,opSimulation-2020-10,Public repository-derived,7.258064516129033,15.32258064516129,29.032258064516128,98.81893588219549,22.58064516129032,100.0,,1.0,90.32258064516128,14.919354838709676,63.92559697335581,25.806451612903224,99.40946794109774,45.96774193548387,37.634408602150536,51.316206531277814,Moderate
opSimulation,https://gitlab.eclipse.org/eclipse/openpass/opSimulation.git,2020-12-01,10,10,3,90.0,900,2.2,3,,,0.3,opSimulation-2020-12,Public repository-derived,65.32258064516128,53.2258064516129,54.83870967741936,99.95177903897722,69.35483870967742,0.0,,0.3,33.87096774193548,67.33870967741936,77.39524435819828,62.09677419354839,49.97588951948861,40.86021505376344,50.806451612903224,58.639549356182535,Moderate
opSimulation,https://gitlab.eclipse.org/eclipse/openpass/opSimulation.git,2021-02-01,2,2,1,18.0,36,1.0,0,,,0.0,opSimulation-2021-02,Public repository-derived,19.35483870967742,15.32258064516129,75.80645161290323,99.347968744431,95.16129032258064,100.0,,0.5,55.64516129032258,57.25806451612903,87.57721017866712,85.48387096774194,99.6739843722155,70.16129032258064,30.10752688172043,73.90185181340233,High
opSimulation,https://gitlab.eclipse.org/eclipse/openpass/opSimulation.git,2021-03-01,45,45,7,231.17777777777778,10403,8.844444444444445,0,0.3085358164414571,0.6261071403356453,0.0,opSimulation-2021-03,Public repository-derived,95.16129032258065,86.29032258064517,46.7741935483871,93.40700657552206,45.16129032258065,100.0,75.86206896551724,0.15555555555555556,11.29032258064516,70.16129032258065,72.0144230298088,45.96774193548387,96.70350328776104,77.1505376344086,64.24731182795699,72.37261752157848,High
